ExpenseDate,ExpenseType,Amount_VND
2024-12-21,Bảo trì thiết bị,3201748
2024-12-22,Bảo trì thiết bị,2977518
2024-12-23,Bảo trì thiết bị,3282193
2024-12-24,Bảo trì thiết bị,3534864
2024-12-25,Bảo trì thiết bị,3291078
2024-12-26,Bảo trì thiết bị,3539607
2024-12-27,Bảo trì thiết bị,3538493
2024-12-28,Bảo trì thiết bị,3604606
2024-12-29,Bảo trì thiết bị,3501350
2024-12-30,Bảo trì thiết bị,3600813
2024-12-31,Bảo trì thiết bị,3186249
2025-01-01,Lương nhân viên,24509289
2025-01-02,Lương nhân viên,29027293
2025-01-03,Lương nhân viên,25948861
2025-01-04,Lương nhân viên,28733715
2025-01-05,Lương nhân viên,29078497
2025-01-06,Lương nhân viên,27870608
2025-01-07,Lương nhân viên,26870905
2025-01-08,Lương nhân viên,27120624
2025-01-09,Lương nhân viên,26477067
2025-01-10,Lương nhân viên,27192313
2025-01-11,Lương nhân viên,26377612
2025-01-12,Lương nhân viên,26923199
2025-01-13,Lương nhân viên,26856781
2025-01-14,Lương nhân viên,28228044
2025-01-15,Lương nhân viên,27228420
2025-01-16,Lương nhân viên,25802956
2025-01-17,Lương nhân viên,26720696
2025-01-18,Lương nhân viên,28876854
2025-01-19,Lương nhân viên,29698954
2025-01-20,Lương nhân viên,28479979
2025-01-21,Lương nhân viên,24663424
2025-01-22,Lương nhân viên,29820572
2025-01-23,Lương nhân viên,24631148
2025-01-24,Lương nhân viên,25605775
2025-01-25,Lương nhân viên,27087561
2025-01-26,Lương nhân viên,29504068
2025-01-27,Lương nhân viên,25965368
2025-01-28,Lương nhân viên,27012050
2025-01-29,Lương nhân viên,29773995
2025-01-30,Lương nhân viên,24637550
2025-01-31,Lương nhân viên,29134761
2025-02-01,Lương nhân viên,30497840
2025-02-02,Lương nhân viên,32807268
2025-02-03,Lương nhân viên,29689408
2025-02-04,Lương nhân viên,30170904
2025-02-05,Lương nhân viên,29185697
2025-02-06,Lương nhân viên,32333713
2025-02-07,Lương nhân viên,27659259
2025-02-08,Lương nhân viên,29643214
2025-02-09,Lương nhân viên,27295577
2025-02-10,Lương nhân viên,31217448
2025-02-11,Lương nhân viên,30434279
2025-02-12,Lương nhân viên,27690091
2025-02-13,Lương nhân viên,31330013
2025-02-14,Lương nhân viên,31570154
2025-02-15,Lương nhân viên,27335830
2025-02-16,Lương nhân viên,30169072
2025-02-17,Lương nhân viên,28661348
2025-02-18,Lương nhân viên,32915521
2025-02-19,Lương nhân viên,28160657
2025-02-20,Lương nhân viên,27804974
2025-02-21,Lương nhân viên,28891427
2025-02-22,Lương nhân viên,33018079
2025-02-23,Lương nhân viên,30156808
2025-02-24,Lương nhân viên,29985396
2025-02-25,Lương nhân viên,29363319
2025-02-26,Lương nhân viên,28776417
2025-02-27,Lương nhân viên,32915923
2025-02-28,Lương nhân viên,31170343
2025-03-01,Lương nhân viên,25829286
2025-03-02,Lương nhân viên,26319799
2025-03-03,Lương nhân viên,28273957
2025-03-04,Lương nhân viên,27443003
2025-03-05,Lương nhân viên,29208307
2025-03-06,Lương nhân viên,24442036
2025-03-07,Lương nhân viên,27199565
2025-03-08,Lương nhân viên,24762024
2025-03-09,Lương nhân viên,25791691
2025-03-10,Lương nhân viên,25413737
2025-03-11,Lương nhân viên,28012108
2025-03-12,Lương nhân viên,25109168
2025-03-13,Lương nhân viên,29635913
2025-03-14,Lương nhân viên,27918815
2025-03-15,Lương nhân viên,24528307
2025-03-16,Lương nhân viên,26002831
2025-03-17,Lương nhân viên,26921202
2025-03-18,Lương nhân viên,27155071
2025-03-19,Lương nhân viên,25844617
2025-03-20,Lương nhân viên,27648392
2025-03-21,Lương nhân viên,27660011
2025-03-22,Lương nhân viên,28057871
2025-03-23,Lương nhân viên,28287593
2025-03-24,Lương nhân viên,26594119
2025-03-25,Lương nhân viên,29585010
2025-03-26,Lương nhân viên,25257561
2025-03-27,Lương nhân viên,25427760
2025-03-28,Lương nhân viên,29189692
2025-03-29,Lương nhân viên,25178085
2025-03-30,Lương nhân viên,25849759
2025-03-31,Lương nhân viên,29684041
2025-04-01,Lương nhân viên,29597823
2025-04-02,Lương nhân viên,29884735
2025-04-03,Lương nhân viên,28938618
2025-04-04,Lương nhân viên,26164226
2025-04-05,Lương nhân viên,26379873
2025-04-06,Lương nhân viên,30810976
2025-04-07,Lương nhân viên,26713657
2025-04-08,Lương nhân viên,30434087
2025-04-09,Lương nhân viên,27994633
2025-04-10,Lương nhân viên,28420921
2025-04-11,Lương nhân viên,28214368
2025-04-12,Lương nhân viên,26260949
2025-04-13,Lương nhân viên,30180332
2025-04-14,Lương nhân viên,29239943
2025-04-15,Lương nhân viên,25932962
2025-04-16,Lương nhân viên,25526108
2025-04-17,Lương nhân viên,25590346
2025-04-18,Lương nhân viên,30221866
2025-04-19,Lương nhân viên,28816920
2025-04-20,Lương nhân viên,29717984
2025-04-21,Lương nhân viên,28268379
2025-04-22,Lương nhân viên,26205383
2025-04-23,Lương nhân viên,27686354
2025-04-24,Lương nhân viên,26280934
2025-04-25,Lương nhân viên,28934613
2025-04-26,Lương nhân viên,30841444
2025-04-27,Lương nhân viên,29508663
2025-04-28,Lương nhân viên,27799165
2025-04-29,Lương nhân viên,29004797
2025-04-30,Lương nhân viên,26307720
2025-05-01,Lương nhân viên,25114308
2025-05-02,Lương nhân viên,28630021
2025-05-03,Lương nhân viên,29618179
2025-05-04,Lương nhân viên,27440150
2025-05-05,Lương nhân viên,26548020
2025-05-06,Lương nhân viên,28390250
2025-05-07,Lương nhân viên,28051978
2025-05-08,Lương nhân viên,25610371
2025-05-09,Lương nhân viên,29759668
2025-05-10,Lương nhân viên,27606254
2025-05-11,Lương nhân viên,25542044
2025-05-12,Lương nhân viên,29360720
2025-05-13,Lương nhân viên,27783353
2025-05-14,Lương nhân viên,25715602
2025-05-15,Lương nhân viên,26765897
2025-05-16,Lương nhân viên,25728786
2025-05-17,Lương nhân viên,28909621
2025-05-18,Lương nhân viên,26812303
2025-05-19,Lương nhân viên,25611228
2025-05-20,Lương nhân viên,26491941
2025-05-21,Lương nhân viên,27283329
2025-05-22,Lương nhân viên,29526542
2025-05-23,Lương nhân viên,27457771
2025-05-24,Lương nhân viên,28896443
2025-05-25,Lương nhân viên,25086444
2025-05-26,Lương nhân viên,26678788
2025-05-27,Lương nhân viên,27363724
2025-05-28,Lương nhân viên,29028554
2025-05-29,Lương nhân viên,27947709
2025-05-30,Lương nhân viên,26137202
2025-05-31,Lương nhân viên,27465696
2025-06-01,Lương nhân viên,26385289
2025-06-02,Lương nhân viên,30738636
2025-06-03,Lương nhân viên,26109288
2025-06-04,Lương nhân viên,28076362
2025-06-05,Lương nhân viên,27149024
2025-06-06,Lương nhân viên,30573654
2025-06-07,Lương nhân viên,27366923
2025-06-08,Lương nhân viên,29652326
2025-06-09,Lương nhân viên,25552644
2025-06-10,Lương nhân viên,25905336
2025-06-11,Lương nhân viên,28147749
2025-06-12,Lương nhân viên,29067673
2025-06-13,Lương nhân viên,26914252
2025-06-14,Lương nhân viên,28298787
2025-06-15,Lương nhân viên,29316059
2025-06-16,Lương nhân viên,28892272
2025-06-17,Lương nhân viên,28000755
2025-06-18,Lương nhân viên,30375382
2025-06-19,Lương nhân viên,28969419
2025-06-20,Lương nhân viên,25511931
2025-06-21,Lương nhân viên,25871450
2025-06-22,Lương nhân viên,26772815
2025-06-23,Lương nhân viên,27238755
2025-06-24,Lương nhân viên,30597852
2025-06-25,Lương nhân viên,25603789
2025-06-26,Lương nhân viên,26041944
2025-06-27,Lương nhân viên,29444145
2025-06-28,Lương nhân viên,27750778
2025-06-29,Lương nhân viên,28670289
2025-06-30,Lương nhân viên,26287815
2025-07-01,Lương nhân viên,26985186
2025-07-02,Lương nhân viên,26744077
2025-07-03,Lương nhân viên,29407302
2025-07-04,Lương nhân viên,27754245
2025-07-05,Lương nhân viên,24719147
2025-07-06,Lương nhân viên,25969240
2025-07-07,Lương nhân viên,25064318
2025-07-08,Lương nhân viên,26848000
2025-07-09,Lương nhân viên,29532484
2025-07-10,Lương nhân viên,26816750
2025-07-11,Lương nhân viên,29433997
2025-07-12,Lương nhân viên,24669855
2025-07-13,Lương nhân viên,29610078
2025-07-14,Lương nhân viên,27163859
2025-07-15,Lương nhân viên,29283903
2025-07-16,Lương nhân viên,29751478
2025-07-17,Lương nhân viên,27265806
2025-07-18,Lương nhân viên,29566488
2025-07-19,Lương nhân viên,28008794
2025-07-20,Lương nhân viên,29242580
2025-07-21,Lương nhân viên,26339321
2025-07-22,Lương nhân viên,28644935
2025-07-23,Lương nhân viên,28343553
2025-07-24,Lương nhân viên,25065244
2025-07-25,Lương nhân viên,28301770
2025-07-26,Lương nhân viên,29399333
2025-07-27,Lương nhân viên,28653826
2025-07-28,Lương nhân viên,26376504
2025-07-29,Lương nhân viên,28333837
2025-07-30,Lương nhân viên,25668938
2025-07-31,Lương nhân viên,24971747
2025-08-01,Lương nhân viên,24824285
2025-08-02,Lương nhân viên,27178393
2025-08-03,Lương nhân viên,28673636
2025-08-04,Lương nhân viên,26270639
2025-08-05,Lương nhân viên,25172068
2025-08-06,Lương nhân viên,29719199
2025-08-07,Lương nhân viên,26088314
2025-08-08,Lương nhân viên,29712287
2025-08-09,Lương nhân viên,25667399
2025-08-10,Lương nhân viên,24843338
2025-08-11,Lương nhân viên,28274700
2025-08-12,Lương nhân viên,25252183
2025-08-13,Lương nhân viên,29795814
2025-08-14,Lương nhân viên,27202671
2025-08-15,Lương nhân viên,28657035
2025-08-16,Lương nhân viên,24614441
2025-08-17,Lương nhân viên,25772627
2025-08-18,Lương nhân viên,28909553
2025-08-19,Lương nhân viên,27035128
2025-08-20,Lương nhân viên,26845428
2025-08-21,Lương nhân viên,25039372
2025-08-22,Lương nhân viên,25977052
2025-08-23,Lương nhân viên,26696688
2025-08-24,Lương nhân viên,29265776
2025-08-25,Lương nhân viên,26131029
2025-08-26,Lương nhân viên,29792666
2025-08-27,Lương nhân viên,25356623
2025-08-28,Lương nhân viên,25430124
2025-08-29,Lương nhân viên,24684261
2025-08-30,Lương nhân viên,29143532
2025-08-31,Lương nhân viên,24973994
2025-09-01,Lương nhân viên,26101099
2025-09-02,Lương nhân viên,26892503
2025-09-03,Lương nhân viên,30742965
2025-09-04,Lương nhân viên,27696010
2025-09-05,Lương nhân viên,28250619
2025-09-06,Lương nhân viên,26147907
2025-09-07,Lương nhân viên,25338902
2025-09-08,Lương nhân viên,27739960
2025-09-09,Lương nhân viên,25665435
2025-09-10,Lương nhân viên,30167867
2025-09-11,Lương nhân viên,27957834
2025-09-12,Lương nhân viên,30160126
2025-09-13,Lương nhân viên,25257551
2025-09-14,Lương nhân viên,25582148
2025-09-15,Lương nhân viên,30126451
2025-09-16,Lương nhân viên,30775273
2025-09-17,Lương nhân viên,30413795
2025-09-18,Lương nhân viên,29546542
2025-09-19,Lương nhân viên,29426892
2025-09-20,Lương nhân viên,27626921
2025-09-21,Lương nhân viên,27418282
2025-09-22,Lương nhân viên,27420158
2025-09-23,Lương nhân viên,26096276
2025-09-24,Lương nhân viên,28862659
2025-09-25,Lương nhân viên,27014198
2025-09-26,Lương nhân viên,30080233
2025-09-27,Lương nhân viên,28021546
2025-09-28,Lương nhân viên,30263394
2025-09-29,Lương nhân viên,26193905
2025-09-30,Lương nhân viên,28858436
2025-10-01,Lương nhân viên,29482530
2025-10-02,Lương nhân viên,29757201
2025-10-03,Lương nhân viên,29272346
2025-10-04,Lương nhân viên,26013392
2025-10-05,Lương nhân viên,25273372
2025-10-06,Lương nhân viên,25960974
2025-10-07,Lương nhân viên,25392186
2025-10-08,Lương nhân viên,28629163
2025-10-09,Lương nhân viên,27573612
2025-10-10,Lương nhân viên,29609033
2025-10-11,Lương nhân viên,29180426
2025-10-12,Lương nhân viên,28811195
2025-10-13,Lương nhân viên,29517033
2025-10-14,Lương nhân viên,29375440
2025-10-15,Lương nhân viên,26311505
2025-10-16,Lương nhân viên,28581963
2025-10-17,Lương nhân viên,29052445
2025-10-18,Lương nhân viên,29103676
2025-10-19,Lương nhân viên,24601637
2025-10-20,Lương nhân viên,26783636
2025-10-21,Lương nhân viên,28225968
2025-10-22,Lương nhân viên,27773443
2025-10-23,Lương nhân viên,26427871
2025-10-24,Lương nhân viên,28561613
2025-10-25,Lương nhân viên,25389803
2025-10-26,Lương nhân viên,24719517
2025-10-27,Lương nhân viên,25344583
2025-10-28,Lương nhân viên,26270365
2025-10-29,Lương nhân viên,28051110
2025-10-30,Lương nhân viên,28489315
2025-10-31,Lương nhân viên,29770356
2025-11-01,Lương nhân viên,28588915
2025-11-02,Lương nhân viên,30626492
2025-11-03,Lương nhân viên,26835132
2025-11-04,Lương nhân viên,29220312
2025-11-05,Lương nhân viên,27375229
2025-11-06,Lương nhân viên,25545189
2025-11-07,Lương nhân viên,25355335
2025-11-08,Lương nhân viên,28812285
2025-11-09,Lương nhân viên,27314595
2025-11-10,Lương nhân viên,25436587
2025-11-11,Lương nhân viên,28603180
2025-11-12,Lương nhân viên,27831011
2025-11-13,Lương nhân viên,27019083
2025-11-14,Lương nhân viên,28374278
2025-11-15,Lương nhân viên,29589592
2025-11-16,Lương nhân viên,28755773
2025-11-17,Lương nhân viên,26685501
2025-11-18,Lương nhân viên,25305039
2025-11-19,Lương nhân viên,28557701
2025-11-20,Lương nhân viên,28935481
2025-11-21,Lương nhân viên,28219891
2025-11-22,Lương nhân viên,26568394
2025-11-23,Lương nhân viên,25529515
2025-11-24,Lương nhân viên,25890097
2025-11-25,Lương nhân viên,28368000
2025-11-26,Lương nhân viên,29959569
2025-11-27,Lương nhân viên,27216427
2025-11-28,Lương nhân viên,29887803
2025-11-29,Lương nhân viên,27000826
2025-11-30,Lương nhân viên,28556463
2025-12-01,Lương nhân viên,29430991
2025-12-02,Lương nhân viên,26879247
2025-12-03,Lương nhân viên,28395423
2025-12-04,Lương nhân viên,29041518
2025-12-05,Lương nhân viên,27770299
2025-12-06,Lương nhân viên,28471283
2025-12-07,Lương nhân viên,27814764
2025-12-08,Lương nhân viên,27160687
2025-12-09,Lương nhân viên,28846875
2025-12-10,Lương nhân viên,25051607
2025-12-11,Lương nhân viên,27391295
2025-12-12,Lương nhân viên,26991399
2025-12-13,Lương nhân viên,25552647
2025-12-14,Lương nhân viên,28786834
2025-12-15,Lương nhân viên,25532601
2025-12-16,Lương nhân viên,27012262
2025-12-17,Lương nhân viên,28616009
2025-12-18,Lương nhân viên,26992551
2025-12-19,Lương nhân viên,27260141
2025-12-20,Lương nhân viên,29639729
2025-12-21,Lương nhân viên,26555855
2025-12-22,Lương nhân viên,24854162
2025-12-23,Lương nhân viên,29060933
2025-12-24,Lương nhân viên,24597936
2025-12-25,Lương nhân viên,25495356
2025-12-26,Lương nhân viên,27147478
2025-12-27,Lương nhân viên,27449201
2025-12-28,Lương nhân viên,24918998
2025-12-29,Lương nhân viên,27102262
2025-12-30,Lương nhân viên,28302404
2025-12-31,Lương nhân viên,29833576
2025-01-01,Thuê mặt bằng,14892504
2025-01-02,Thuê mặt bằng,13681614
2025-01-03,Thuê mặt bằng,14234760
2025-01-04,Thuê mặt bằng,14787174
2025-01-05,Thuê mặt bằng,13074361
2025-01-06,Thuê mặt bằng,13303076
2025-01-07,Thuê mặt bằng,14238831
2025-01-08,Thuê mặt bằng,12921080
2025-01-09,Thuê mặt bằng,14069246
2025-01-10,Thuê mặt bằng,14498767
2025-01-11,Thuê mặt bằng,14174290
2025-01-12,Thuê mặt bằng,14005568
2025-01-13,Thuê mặt bằng,14406800
2025-01-14,Thuê mặt bằng,13715846
2025-01-15,Thuê mặt bằng,12944408
2025-01-16,Thuê mặt bằng,12279378
2025-01-17,Thuê mặt bằng,13315323
2025-01-18,Thuê mặt bằng,13755458
2025-01-19,Thuê mặt bằng,14777459
2025-01-20,Thuê mặt bằng,12654697
2025-01-21,Thuê mặt bằng,12817961
2025-01-22,Thuê mặt bằng,13981121
2025-01-23,Thuê mặt bằng,13898417
2025-01-24,Thuê mặt bằng,13338041
2025-01-25,Thuê mặt bằng,14467109
2025-01-26,Thuê mặt bằng,12861947
2025-01-27,Thuê mặt bằng,14222519
2025-01-28,Thuê mặt bằng,14660922
2025-01-29,Thuê mặt bằng,13759300
2025-01-30,Thuê mặt bằng,12474608
2025-01-31,Thuê mặt bằng,13472319
2025-02-01,Thuê mặt bằng,13571539
2025-02-02,Thuê mặt bằng,13826529
2025-02-03,Thuê mặt bằng,13549894
2025-02-04,Thuê mặt bằng,14882324
2025-02-05,Thuê mặt bằng,14075568
2025-02-06,Thuê mặt bằng,15714292
2025-02-07,Thuê mặt bằng,14825125
2025-02-08,Thuê mặt bằng,16372548
2025-02-09,Thuê mặt bằng,14350844
2025-02-10,Thuê mặt bằng,15750911
2025-02-11,Thuê mặt bằng,14754123
2025-02-12,Thuê mặt bằng,15449525
2025-02-13,Thuê mặt bằng,15813981
2025-02-14,Thuê mặt bằng,14374165
2025-02-15,Thuê mặt bằng,14548737
2025-02-16,Thuê mặt bằng,15385396
2025-02-17,Thuê mặt bằng,13979885
2025-02-18,Thuê mặt bằng,14080088
2025-02-19,Thuê mặt bằng,14755023
2025-02-20,Thuê mặt bằng,16162528
2025-02-21,Thuê mặt bằng,16081026
2025-02-22,Thuê mặt bằng,16072827
2025-02-23,Thuê mặt bằng,15978510
2025-02-24,Thuê mặt bằng,13570978
2025-02-25,Thuê mặt bằng,15064581
2025-02-26,Thuê mặt bằng,15117058
2025-02-27,Thuê mặt bằng,15514461
2025-02-28,Thuê mặt bằng,15919000
2025-03-01,Thuê mặt bằng,14544443
2025-03-02,Thuê mặt bằng,13978822
2025-03-03,Thuê mặt bằng,12736882
2025-03-04,Thuê mặt bằng,13598376
2025-03-05,Thuê mặt bằng,14294008
2025-03-06,Thuê mặt bằng,12513277
2025-03-07,Thuê mặt bằng,12477768
2025-03-08,Thuê mặt bằng,14391480
2025-03-09,Thuê mặt bằng,12949586
2025-03-10,Thuê mặt bằng,13153933
2025-03-11,Thuê mặt bằng,14762451
2025-03-12,Thuê mặt bằng,12352988
2025-03-13,Thuê mặt bằng,12628152
2025-03-14,Thuê mặt bằng,13628525
2025-03-15,Thuê mặt bằng,13503104
2025-03-16,Thuê mặt bằng,12912047
2025-03-17,Thuê mặt bằng,13659756
2025-03-18,Thuê mặt bằng,13498768
2025-03-19,Thuê mặt bằng,14139718
2025-03-20,Thuê mặt bằng,12335379
2025-03-21,Thuê mặt bằng,14836764
2025-03-22,Thuê mặt bằng,12946318
2025-03-23,Thuê mặt bằng,13967923
2025-03-24,Thuê mặt bằng,12470994
2025-03-25,Thuê mặt bằng,12873210
2025-03-26,Thuê mặt bằng,14673595
2025-03-27,Thuê mặt bằng,13054026
2025-03-28,Thuê mặt bằng,13320998
2025-03-29,Thuê mặt bằng,14437780
2025-03-30,Thuê mặt bằng,13738334
2025-03-31,Thuê mặt bằng,14526430
2025-04-01,Thuê mặt bằng,15223469
2025-04-02,Thuê mặt bằng,15202842
2025-04-03,Thuê mặt bằng,15334680
2025-04-04,Thuê mặt bằng,15058751
2025-04-05,Thuê mặt bằng,13440246
2025-04-06,Thuê mặt bằng,14167702
2025-04-07,Thuê mặt bằng,14240921
2025-04-08,Thuê mặt bằng,14790724
2025-04-09,Thuê mặt bằng,14691489
2025-04-10,Thuê mặt bằng,12996961
2025-04-11,Thuê mặt bằng,13847994
2025-04-12,Thuê mặt bằng,12690510
2025-04-13,Thuê mặt bằng,13039536
2025-04-14,Thuê mặt bằng,12794445
2025-04-15,Thuê mặt bằng,12852217
2025-04-16,Thuê mặt bằng,14440437
2025-04-17,Thuê mặt bằng,14889213
2025-04-18,Thuê mặt bằng,14861481
2025-04-19,Thuê mặt bằng,14319201
2025-04-20,Thuê mặt bằng,13590015
2025-04-21,Thuê mặt bằng,15232321
2025-04-22,Thuê mặt bằng,13573123
2025-04-23,Thuê mặt bằng,14626791
2025-04-24,Thuê mặt bằng,15401911
2025-04-25,Thuê mặt bằng,14966549
2025-04-26,Thuê mặt bằng,15406391
2025-04-27,Thuê mặt bằng,14149561
2025-04-28,Thuê mặt bằng,13849902
2025-04-29,Thuê mặt bằng,13938747
2025-04-30,Thuê mặt bằng,12975578
2025-05-01,Thuê mặt bằng,13835062
2025-05-02,Thuê mặt bằng,13583019
2025-05-03,Thuê mặt bằng,14920825
2025-05-04,Thuê mặt bằng,12694558
2025-05-05,Thuê mặt bằng,14031764
2025-05-06,Thuê mặt bằng,14062421
2025-05-07,Thuê mặt bằng,12597116
2025-05-08,Thuê mặt bằng,14078169
2025-05-09,Thuê mặt bằng,14903442
2025-05-10,Thuê mặt bằng,14563952
2025-05-11,Thuê mặt bằng,12982824
2025-05-12,Thuê mặt bằng,12932579
2025-05-13,Thuê mặt bằng,13045060
2025-05-14,Thuê mặt bằng,14821517
2025-05-15,Thuê mặt bằng,12626206
2025-05-16,Thuê mặt bằng,14847587
2025-05-17,Thuê mặt bằng,14287585
2025-05-18,Thuê mặt bằng,13188397
2025-05-19,Thuê mặt bằng,13713117
2025-05-20,Thuê mặt bằng,12768534
2025-05-21,Thuê mặt bằng,12234760
2025-05-22,Thuê mặt bằng,12767464
2025-05-23,Thuê mặt bằng,14053173
2025-05-24,Thuê mặt bằng,13854543
2025-05-25,Thuê mặt bằng,14302005
2025-05-26,Thuê mặt bằng,13927376
2025-05-27,Thuê mặt bằng,13648440
2025-05-28,Thuê mặt bằng,13633393
2025-05-29,Thuê mặt bằng,14267056
2025-05-30,Thuê mặt bằng,14454165
2025-05-31,Thuê mặt bằng,13848000
2025-06-01,Thuê mặt bằng,13389111
2025-06-02,Thuê mặt bằng,13330051
2025-06-03,Thuê mặt bằng,15157982
2025-06-04,Thuê mặt bằng,14976541
2025-06-05,Thuê mặt bằng,14373292
2025-06-06,Thuê mặt bằng,13754732
2025-06-07,Thuê mặt bằng,14107224
2025-06-08,Thuê mặt bằng,13182119
2025-06-09,Thuê mặt bằng,14125812
2025-06-10,Thuê mặt bằng,13551769
2025-06-11,Thuê mặt bằng,15243180
2025-06-12,Thuê mặt bằng,14693066
2025-06-13,Thuê mặt bằng,14178551
2025-06-14,Thuê mặt bằng,15234363
2025-06-15,Thuê mặt bằng,13664194
2025-06-16,Thuê mặt bằng,14075679
2025-06-17,Thuê mặt bằng,13591500
2025-06-18,Thuê mặt bằng,14681589
2025-06-19,Thuê mặt bằng,14843158
2025-06-20,Thuê mặt bằng,13172094
2025-06-21,Thuê mặt bằng,14757463
2025-06-22,Thuê mặt bằng,13952532
2025-06-23,Thuê mặt bằng,13990307
2025-06-24,Thuê mặt bằng,12917254
2025-06-25,Thuê mặt bằng,14712033
2025-06-26,Thuê mặt bằng,14313504
2025-06-27,Thuê mặt bằng,14996284
2025-06-28,Thuê mặt bằng,12919805
2025-06-29,Thuê mặt bằng,14910910
2025-06-30,Thuê mặt bằng,15281604
2025-07-01,Thuê mặt bằng,14903709
2025-07-02,Thuê mặt bằng,12604281
2025-07-03,Thuê mặt bằng,14819659
2025-07-04,Thuê mặt bằng,12937589
2025-07-05,Thuê mặt bằng,14779636
2025-07-06,Thuê mặt bằng,13186031
2025-07-07,Thuê mặt bằng,13378230
2025-07-08,Thuê mặt bằng,13983357
2025-07-09,Thuê mặt bằng,14115722
2025-07-10,Thuê mặt bằng,12575239
2025-07-11,Thuê mặt bằng,13212799
2025-07-12,Thuê mặt bằng,12898629
2025-07-13,Thuê mặt bằng,12851998
2025-07-14,Thuê mặt bằng,13674206
2025-07-15,Thuê mặt bằng,12696496
2025-07-16,Thuê mặt bằng,13798962
2025-07-17,Thuê mặt bằng,12862883
2025-07-18,Thuê mặt bằng,12580541
2025-07-19,Thuê mặt bằng,12665449
2025-07-20,Thuê mặt bằng,13157826
2025-07-21,Thuê mặt bằng,14294220
2025-07-22,Thuê mặt bằng,12887796
2025-07-23,Thuê mặt bằng,13162974
2025-07-24,Thuê mặt bằng,14570865
2025-07-25,Thuê mặt bằng,12718412
2025-07-26,Thuê mặt bằng,14757854
2025-07-27,Thuê mặt bằng,12328623
2025-07-28,Thuê mặt bằng,14405571
2025-07-29,Thuê mặt bằng,12232266
2025-07-30,Thuê mặt bằng,13359788
2025-07-31,Thuê mặt bằng,14400212
2025-08-01,Thuê mặt bằng,14373724
2025-08-02,Thuê mặt bằng,12246826
2025-08-03,Thuê mặt bằng,13508223
2025-08-04,Thuê mặt bằng,14467519
2025-08-05,Thuê mặt bằng,12767186
2025-08-06,Thuê mặt bằng,12743873
2025-08-07,Thuê mặt bằng,13338445
2025-08-08,Thuê mặt bằng,12734008
2025-08-09,Thuê mặt bằng,14492376
2025-08-10,Thuê mặt bằng,14355803
2025-08-11,Thuê mặt bằng,14630904
2025-08-12,Thuê mặt bằng,13449988
2025-08-13,Thuê mặt bằng,12979194
2025-08-14,Thuê mặt bằng,14041147
2025-08-15,Thuê mặt bằng,14444811
2025-08-16,Thuê mặt bằng,14608356
2025-08-17,Thuê mặt bằng,14155838
2025-08-18,Thuê mặt bằng,13325647
2025-08-19,Thuê mặt bằng,12873615
2025-08-20,Thuê mặt bằng,12879055
2025-08-21,Thuê mặt bằng,12834919
2025-08-22,Thuê mặt bằng,12221115
2025-08-23,Thuê mặt bằng,12533836
2025-08-24,Thuê mặt bằng,12470776
2025-08-25,Thuê mặt bằng,12342886
2025-08-26,Thuê mặt bằng,12417688
2025-08-27,Thuê mặt bằng,14295295
2025-08-28,Thuê mặt bằng,14129827
2025-08-29,Thuê mặt bằng,13952979
2025-08-30,Thuê mặt bằng,14102983
2025-08-31,Thuê mặt bằng,12665280
2025-09-01,Thuê mặt bằng,13346073
2025-09-02,Thuê mặt bằng,13835135
2025-09-03,Thuê mặt bằng,13660164
2025-09-04,Thuê mặt bằng,13408319
2025-09-05,Thuê mặt bằng,13175804
2025-09-06,Thuê mặt bằng,14154523
2025-09-07,Thuê mặt bằng,14612400
2025-09-08,Thuê mặt bằng,12897517
2025-09-09,Thuê mặt bằng,13800298
2025-09-10,Thuê mặt bằng,14614633
2025-09-11,Thuê mặt bằng,13459773
2025-09-12,Thuê mặt bằng,13794800
2025-09-13,Thuê mặt bằng,15337256
2025-09-14,Thuê mặt bằng,15128594
2025-09-15,Thuê mặt bằng,14001357
2025-09-16,Thuê mặt bằng,15295604
2025-09-17,Thuê mặt bằng,15031373
2025-09-18,Thuê mặt bằng,15088565
2025-09-19,Thuê mặt bằng,14978983
2025-09-20,Thuê mặt bằng,13361209
2025-09-21,Thuê mặt bằng,13590958
2025-09-22,Thuê mặt bằng,12637991
2025-09-23,Thuê mặt bằng,14456821
2025-09-24,Thuê mặt bằng,13941816
2025-09-25,Thuê mặt bằng,13392394
2025-09-26,Thuê mặt bằng,12681966
2025-09-27,Thuê mặt bằng,14960831
2025-09-28,Thuê mặt bằng,12674112
2025-09-29,Thuê mặt bằng,13991843
2025-09-30,Thuê mặt bằng,15240118
2025-10-01,Thuê mặt bằng,14917563
2025-10-02,Thuê mặt bằng,13312566
2025-10-03,Thuê mặt bằng,13479142
2025-10-04,Thuê mặt bằng,12773014
2025-10-05,Thuê mặt bằng,12561895
2025-10-06,Thuê mặt bằng,14738501
2025-10-07,Thuê mặt bằng,13748650
2025-10-08,Thuê mặt bằng,14525467
2025-10-09,Thuê mặt bằng,12488506
2025-10-10,Thuê mặt bằng,13526378
2025-10-11,Thuê mặt bằng,14443425
2025-10-12,Thuê mặt bằng,12262952
2025-10-13,Thuê mặt bằng,13393010
2025-10-14,Thuê mặt bằng,13464929
2025-10-15,Thuê mặt bằng,13340665
2025-10-16,Thuê mặt bằng,13987894
2025-10-17,Thuê mặt bằng,12332008
2025-10-18,Thuê mặt bằng,13175242
2025-10-19,Thuê mặt bằng,13684806
